"n" "rep" "id" "beta_0_hat" "beta_1_hat" "gamma_0_hat" "gamma_1_hat" "error" "errorMessage"
200 754 1 0.31275518532897 3.24856284549377 -1.55011336433702 -2.52992802116506 FALSE ""
50 366 2 -1.42933218548744 3.45494979170878 3.63512398809848 -5.72839687257177 FALSE ""
100 352 3 -1.29966762900938 3.38561796276983 2.35835506596124 -3.7733962562186 FALSE ""
150 766 4 0.0602747759807959 3.83803589501733 -1.49235186533222 -3.06722010070371 FALSE ""
100 242 5 -1.47205679026366 3.55629763893391 2.49047047770122 -3.5162661600772 FALSE ""
200 781 6 0.62460289162615 3.54299323821463 -2.16891481774395 -3.34923295230448 FALSE ""
50 456 7 -1.14247243036304 3.06744122161554 2.17036406107908 -2.48311451436847 FALSE ""
50 380 8 -1.43537762264004 3.98419338552843 1.14822440410332 -1.94666776421201 FALSE ""
50 296 9 -0.948523261088871 2.90489407714546 1.61286069846854 -3.08974810297803 FALSE ""
200 340 10 -1.28490665144135 3.42529383662678 1.94049199478554 -3.11337791373554 FALSE ""
50 392 11 -1.19132310717649 3.40426015924713 1.61460532301734 -3.07080969623274 FALSE ""
300 605 12 0.698630112359049 3.4128898020185 -2.31764100061371 -2.72139466939313 FALSE ""
50 524 13 -1.09280486727558 3.25560518561681 1.55726648353728 -3.17193795815201 FALSE ""
100 685 14 0.859383787393879 3.26556924592721 -2.61538069951639 -2.81640886750781 FALSE ""
150 714 15 -1.31148683152172 3.24294907526181 2.54581125711873 -3.58497469655845 FALSE ""
100 555 16 2.54381978259022 2.86106971057355 -5.13514196296169 -2.88502047934777 FALSE ""
100 485 17 -1.22559535137132 3.17405719755894 1.98344576015889 -3.1894336423684 FALSE ""
200 765 18 -1.49038040402748 3.38435854327521 2.89915952857976 -3.84638243859313 FALSE ""
100 391 19 -1.19912248038998 3.24637986945901 2.04886318114937 -3.2815219315125 FALSE ""
100 285 20 -1.32685008743515 3.86694131465851 1.40213512964948 -3.34125719121532 FALSE ""
150 724 21 0.713646343288393 3.45460853448258 -2.46012357289056 -2.57240183055489 FALSE ""
300 610 22 -1.33430995457342 3.28947996722233 2.4993904342011 -3.29933148866908 FALSE ""
50 867 23 -1.45850505342728 3.8201386294736 1.53147989219532 -3.61209397020441 FALSE ""
300 213 24 -1.02413415394775 3.04768303631582 1.9426491448848 -3.47432596931126 FALSE ""
150 843 25 -0.981833154177207 3.43653891190032 1.41508993575017 -3.78746194140483 FALSE ""
50 484 26 -1.06334448127828 3.39534368756251 1.44379177210848 -2.49877897715835 FALSE ""
150 614 27 -1.1648532011442 3.14649482962642 2.52594281780987 -4.04670084743862 FALSE ""
300 245 28 -1.27222027100333 3.35374973859792 2.05508901129648 -3.44022923778403 FALSE ""
50 962 29 -1.81274845922316 3.69704973343309 3.77842672139872 -5.42300178430658 FALSE ""
50 525 30 -1.27957376950341 3.52589344172569 1.91113083711346 -3.3914274747469 FALSE ""
200 989 31 -1.27461517922365 3.22883988499513 2.01397995699876 -2.89198497070506 FALSE ""
150 304 32 -1.42739602096635 3.61840805822812 1.0792428808943 -2.23699476943778 FALSE ""
50 123 33 0.963109149245284 2.78736659647639 -2.27288391901978 -2.09188708644305 FALSE ""
300 160 34 -1.26112104896099 3.37373862067246 1.85485535647254 -3.16044965542555 FALSE ""
50 485 35 -1.27309338307765 3.80936847703056 1.47336597306577 -3.38326968547655 FALSE ""
200 320 36 -1.48838428702073 3.60100766308963 2.87516176225385 -4.32445807689079 FALSE ""
150 183 37 -1.31801130654822 3.37313144066735 2.03814391392504 -2.9308366482359 FALSE ""
100 14 38 -1.39093409351705 3.07196361298265 2.86321204417042 -3.26355051237836 FALSE ""
100 754 39 -0.910811745046405 3.31464536918368 0.774982477891954 -2.46069847577181 FALSE ""
150 891 40 -0.983322135221101 3.2370262270666 1.29709308314219 -3.01431875127698 FALSE ""
100 807 41 0.56278137122345 3.67882436844833 -2.60860771594779 -1.97957138502561 FALSE ""
200 565 42 -1.03832963798076 3.03229941666352 1.77656890692469 -3.02623946966989 FALSE ""
50 331 43 -1.29095495625542 3.473185276687 1.98255901907672 -2.74256822468414 FALSE ""
50 733 44 -0.0313385049091244 3.79189857926375 -1.05773757170475 -3.10377715354528 FALSE ""
300 644 45 -1.35136308804342 3.58493055131541 1.78283875844697 -2.96305459773466 FALSE ""
200 333 46 -1.09183050428427 3.05542268255471 2.08655172112756 -3.7555935928658 FALSE ""
200 466 47 0.401823325078493 3.74281169535332 -1.9688328062061 -3.11796143762624 FALSE ""
100 713 48 -1.42583196091242 3.54895153537388 2.69060043601784 -3.98025705281672 FALSE ""
100 557 49 -1.24801535306279 3.49115586311361 1.78191228625847 -3.11894299703196 FALSE ""
100 657 50 -1.55777569088718 3.49149586686131 3.15459037890079 -3.7485713324911 FALSE ""
200 776 51 -1.14735841948761 3.3376862924623 1.58726960016449 -2.93285062597379 FALSE ""
100 446 52 -1.35475516896606 3.38540038607635 3.12004200832811 -5.37178555939255 FALSE ""
300 122 53 -1.24812184486211 3.32937880205426 1.86078944918315 -2.75998822688892 FALSE ""
300 764 54 -1.47829930065111 3.53589223779539 2.41289395541161 -3.61799180144841 FALSE ""
50 916 55 0.430722371471213 3.55270882745192 -1.4700598452508 -3.66623794358033 FALSE ""
50 555 56 -1.37584681827863 3.34394370797845 2.27618534216057 -3.46427354696136 FALSE ""
