"n" "rep" "id" "beta_0_hat" "beta_1_hat" "gamma_0_hat" "gamma_1_hat" "error" "errorMessage"
700 279 179 -1.3764999322701 3.48310126837665 2.1629659241865 -3.60258722291236 FALSE ""
1000 630 180 -1.34622149669054 3.43390051434427 2.2779294456256 -3.64627495300826 FALSE ""
600 106 181 -1.30654776872298 3.34830892996302 2.22950629465961 -3.59851098857602 FALSE ""
700 695 182 -1.30118252637983 3.3868728135652 2.01483352090921 -3.33689221111085 FALSE ""
500 502 183 -1.35109942489353 3.52112243317438 1.85262559310131 -3.24538305947608 FALSE ""
500 576 184 -1.27836478719659 3.41995082039933 2.21524541158293 -3.60046502684363 FALSE ""
800 728 185 -1.26946210718966 3.37855669661234 2.25645617762645 -3.7287402927366 FALSE ""
900 572 186 -1.36333138914957 3.48977891491879 2.24927141660377 -3.68472575612227 FALSE ""
1000 164 187 -1.29232385412382 3.49864773941799 1.95966564625112 -3.41945737985785 FALSE ""
800 92 188 -1.25343206376004 3.35936423630694 1.83013692412193 -3.10097073023778 FALSE ""
700 766 189 -1.20719038073622 3.30228129371106 2.20859901852099 -3.82009395824465 FALSE ""
400 400 190 -1.23021290132339 3.45032995383102 1.81883601083139 -3.59097607157226 FALSE ""
800 332 191 -1.23591929427389 3.33082364809484 2.15440578052308 -3.7282580377006 FALSE ""
500 468 192 -1.27582258650578 3.25646345029859 2.53874364407529 -3.89466636927065 FALSE ""
500 281 193 -1.26851488832916 3.33424788707341 1.85976303337323 -3.01030116217632 FALSE ""
400 282 194 -1.40905851203415 3.52990010855536 2.23759711553741 -3.41716126625351 FALSE ""
700 460 195 -1.30631941168891 3.48822499169779 1.89490532737337 -3.36816894364337 FALSE ""
900 47 196 -1.27389354579487 3.37140996552361 2.05864837622091 -3.36714866701352 FALSE ""
700 49 197 -1.18051210635257 3.36168018805607 1.8879941650495 -3.20763223087401 FALSE ""
800 312 198 -1.16148543177363 3.31345043679723 1.85657463122429 -3.45519315599427 FALSE ""
1000 133 199 -1.2747637946276 3.36317027338789 2.24649811333076 -3.65766380693931 FALSE ""
900 314 200 -1.29366286857811 3.32650781686048 2.26893833138756 -3.63832243414746 FALSE ""
900 696 201 -1.28275505098275 3.38542659075007 1.96838668842354 -3.01743279310765 FALSE ""
900 583 202 -1.28765413513947 3.3032496558091 2.21414978613286 -3.30849014225544 FALSE ""
700 296 203 -1.3352658804676 3.3961287803837 2.05210350010001 -3.21972948209538 FALSE ""
900 730 204 -1.42636322232796 3.47468060560568 2.07809993494277 -2.89036479564533 FALSE ""
1000 166 205 -1.30099141495205 3.44482556914131 1.96324758421257 -3.28161848930992 FALSE ""
1000 759 206 -1.34821457799631 3.4613159523465 2.12896216286206 -3.44449420044953 FALSE ""
400 442 207 -1.47869261341682 3.43328959542079 2.47434063709955 -3.30390665574734 FALSE ""
400 663 208 -1.35969230039107 3.44187426529752 2.10411794229865 -3.21245930202913 FALSE ""
1000 140 209 -1.3338957109904 3.38617577455924 2.47538988201738 -3.78769836839626 FALSE ""
800 427 210 -1.36932892772443 3.40164003452654 2.28659435227894 -3.30210902017437 FALSE ""
800 273 211 -1.3579657553679 3.46320257422086 2.09207821749186 -3.31339499887261 FALSE ""
900 73 212 -1.35702885885068 3.38550777868673 2.22904732092698 -3.43923018602508 FALSE ""
1000 114 213 -1.38055279751044 3.53687691256941 2.10440363301595 -3.2819765345612 FALSE ""
500 590 214 -1.24670681869383 3.38458823438345 2.03192413306791 -3.40739656908293 FALSE ""
900 300 215 -1.34240187634638 3.37325307829564 2.21135517301537 -3.40695880905275 FALSE ""
700 69 216 -1.23289166795648 3.35238491563597 2.14012261779745 -3.64674597108646 FALSE ""
900 260 217 -1.31138086922594 3.44704097940203 2.08338080801214 -3.41175336790853 FALSE ""
800 146 218 -1.19960546116551 3.4245891956709 1.73097667276616 -3.30185295112391 FALSE ""
1000 292 219 -1.14947492295069 3.38352797409391 1.66128749411423 -2.97070981889066 FALSE ""
800 461 220 -1.29454380549561 3.33515550491074 2.26701079224072 -3.67145593417881 FALSE ""
900 237 221 -1.28112952017516 3.34534776582019 2.30857209741606 -3.80734045823714 FALSE ""
1000 450 222 -1.24145091954065 3.26561800436671 2.23508320532088 -3.38784588393839 FALSE ""
900 310 223 -1.3457005563277 3.37555858341617 2.48817922603494 -3.88594670735778 FALSE ""
400 44 224 -1.29426483926784 3.53504945360184 1.83445686005673 -3.36833881429449 FALSE ""
900 569 225 -1.27437621968721 3.42871058591677 2.14599467618231 -3.58668526434816 FALSE ""
800 498 226 -1.34356613429267 3.35559281827719 2.36904462107703 -3.56944305419192 FALSE ""
900 17 227 -1.16421660477065 3.32982491995044 1.63516524189442 -3.04363693431551 FALSE ""
900 580 228 -1.23767181021909 3.31626127848984 2.11220585799027 -3.55222384819137 FALSE ""
600 24 229 -1.15903175594219 3.34245569172167 1.66714187856307 -3.31236691911724 FALSE ""
700 160 230 -1.42316191800774 3.56195987435551 2.21884537635737 -3.39630363271249 FALSE ""
500 5 231 -1.27460465494442 3.41830241247422 1.77111586361877 -2.93893312746902 FALSE ""
1000 47 232 -1.25228209481289 3.36463776918777 1.91277300596471 -3.14310402979789 FALSE ""
500 638 233 -1.23472376779314 3.4496724143138 2.03270498053463 -3.61635566448595 FALSE ""
800 354 234 -1.36450553765259 3.41877204724443 2.24700885447699 -3.38843701218479 FALSE ""
900 105 235 -1.24364275645192 3.25635506944348 2.05327895810398 -3.17309508514406 FALSE ""
1000 761 236 -1.36136168354031 3.36370219208218 2.35026794954774 -3.58924327118461 FALSE ""
400 156 237 -1.23400766241154 3.4829007439229 1.72766548841909 -3.33160788202979 FALSE ""
800 138 238 -1.33095737931195 3.36732022891434 2.14413622241131 -3.62891275661706 FALSE ""
500 277 239 -1.20855404611827 3.3558332925788 2.0084405801774 -3.40342792193317 FALSE ""
1000 401 240 -1.24066705155415 3.37140112378047 1.92142915511199 -3.27662843130951 FALSE ""
500 458 241 -1.30046016620555 3.36458654795929 2.26370681596254 -3.61170351282908 FALSE ""
800 756 242 -1.19498852414169 3.32851938289631 2.06237623218225 -3.61057133464113 FALSE ""
600 493 243 -1.32031873638782 3.43219235394781 2.26936155294814 -3.50966843620412 FALSE ""
600 334 244 -1.19077761095098 3.37688084832349 1.75768992253459 -3.0030974180318 FALSE ""
900 155 245 -1.2301006939379 3.24382753552561 2.06738227339723 -3.37509233599606 FALSE ""
400 321 246 -1.13156951745771 3.44545563374212 1.32504711267484 -3.13431071474522 FALSE ""
700 493 247 -1.34103495306969 3.47322120305545 2.28117653503648 -3.54301862647072 FALSE ""
900 653 248 -1.25646947267643 3.36022621376731 2.11079991727069 -3.34774740227135 FALSE ""
700 100 249 -1.28854555098702 3.37113012666224 2.35324266428245 -3.71225711354036 FALSE ""
1000 286 250 -1.27153831880713 3.43382651113964 1.99680108280533 -3.49433557256025 FALSE ""
800 171 251 -1.46399475647564 3.60575509542432 2.1886673006683 -3.28014747344647 FALSE ""
500 575 252 -1.24428069351016 3.33092604847526 2.10493969211134 -3.53497474790792 FALSE ""
400 208 253 -1.32428745732575 3.3713769772559 2.04239995402932 -3.18790377834324 FALSE ""
800 190 254 -1.36951425785471 3.46699131397212 2.4132188653204 -3.82039332583833 FALSE ""
500 209 255 -1.35607087307981 3.54442897607274 2.02162086949779 -3.29399566816103 FALSE ""
1000 548 256 -1.28470533561129 3.38812759341829 2.11067209925876 -3.50979054236398 FALSE ""
400 77 257 -1.1389514876267 3.26894393370169 1.66096890013272 -2.90242552099698 FALSE ""
900 24 258 -1.40745209044823 3.47864568379256 2.36017793077602 -3.54903556529825 FALSE ""
800 748 259 -1.3005730361667 3.45923352329119 2.15625486927436 -3.54808504833426 FALSE ""
500 254 260 -1.30163425334863 3.54167715560166 2.01178479857286 -3.33661130144721 FALSE ""
700 282 261 -1.15173092191768 3.34682461783612 1.96272124489908 -3.73493757685699 FALSE ""
600 510 262 -1.20594197962175 3.37809528466219 1.98309294731926 -3.33112004460983 FALSE ""
500 330 263 -1.34205952614485 3.38639735784566 2.22494076996217 -3.36338248831382 FALSE ""
400 798 264 -1.41894259409502 3.55493065322859 2.26775904307871 -3.66140705405655 FALSE ""
400 769 265 -1.28260718024247 3.31596237111124 2.23748395258116 -3.68786927270437 FALSE ""
900 631 266 -1.26979019475135 3.2417938341081 2.31402827132091 -3.70035710000702 FALSE ""
1000 794 267 -1.37648039481392 3.40818708077132 2.38543348428216 -3.79741370345114 FALSE ""
800 532 268 -1.37234408015304 3.49609731867011 2.39823677253286 -3.89384533774471 FALSE ""
600 763 269 -1.36050306998496 3.33619223346003 2.65847253915107 -4.0731953221407 FALSE ""
400 168 270 -1.25690088223978 3.34108872553246 2.00306267963604 -3.36172320355455 FALSE ""
1000 517 271 -1.29756401193397 3.43406639422063 1.85190710939644 -3.05446111960716 FALSE ""
600 280 272 -1.32574480195194 3.59988372779339 1.99733047273086 -3.62003299780526 FALSE ""
800 483 273 -1.32949997048008 3.39491188635083 2.74867416471405 -4.27845353144555 FALSE ""
400 350 274 -1.44442561823271 3.50684956536029 2.3224273792867 -3.47307570253175 FALSE ""
800 349 275 -1.39590807986768 3.533978658798 2.14483312913091 -3.14512412093175 FALSE ""
400 334 276 -1.36336912636403 3.34978474399087 2.15687769277053 -3.37045719393855 FALSE ""
1000 509 277 -1.18585122067815 3.36527776001174 1.75099747987182 -3.23468770898927 FALSE ""
900 186 278 -1.37389909643056 3.40869170248653 2.45899648057146 -3.81894927147498 FALSE ""
1000 427 279 -1.28868375993905 3.3216143239472 2.0302812909154 -3.26515501647181 FALSE ""
400 582 280 0.773738185606664 3.39480813898367 -2.13730207904633 -3.21730762520089 FALSE ""
800 757 281 -1.28799275438274 3.49746482751191 2.09633387416327 -3.81291210717732 FALSE ""
700 421 282 -1.32333257949198 3.42585380160827 2.1555830342922 -3.45578578244986 FALSE ""
500 577 283 -1.29829996726361 3.46111096086356 1.92561144344949 -3.11324487033372 FALSE ""
500 676 284 -1.31585334868166 3.41456627057854 2.28913390071176 -3.77302819543168 FALSE ""
600 755 285 -1.42060609635416 3.42859553474628 2.74939346849929 -3.93861036960792 FALSE ""
600 162 286 -1.2792739324914 3.31982160379095 2.08281376775382 -3.20451603729294 FALSE ""
1000 372 287 -1.36249449772796 3.43975794851556 2.29248656684433 -3.49624054728647 FALSE ""
900 311 288 -1.36301718198866 3.50687215252296 2.24344415871494 -3.56513324093273 FALSE ""
800 166 289 -1.33868606639915 3.40198851934902 2.1092673262172 -3.12890062823059 FALSE ""
700 696 290 -1.26869763759453 3.416436255744 1.7957680918977 -3.17834159128566 FALSE ""
700 423 291 -1.35906414785286 3.47944883457009 2.24006675426817 -3.41617789047464 FALSE ""
800 574 292 -1.31498379832604 3.37326321689995 2.1698409453242 -3.39618174831409 FALSE ""
700 700 293 -1.27736877420671 3.35446105786599 2.09197221841154 -3.42837165708288 FALSE ""
500 701 294 -1.26084570485888 3.32019605347617 1.93632785998535 -3.32929316910275 FALSE ""
