"n" "mu" "sigma" "rep" "id" "mu_hat" "sigma_hat" "error" "errorMessage"
200 0.5 0.5 166 1 0.865041237865499 0.175008165271518 FALSE ""
300 1 0.5 315 2 0.71290708243752 0.964400183376877 FALSE ""
200 0.5 1.5 1026 3 0.503846356784519 1.24696564056028 FALSE ""
100 0.5 1.5 1594 4 0.697606779674886 0.830233636440695 FALSE ""
50 1 0.5 1657 5 1.13038823754155 0.418789784375792 FALSE ""
150 1.5 1.5 667 6 1.61748545297686 1.22071650930154 FALSE ""
150 0.5 1.5 346 7 0.530896296570745 1.11772363462279 FALSE ""
150 0.5 1.5 687 8 0.490116699651585 1.3460164364499 FALSE ""
150 1 1.5 1047 9 0.948248481811427 1.64192977903865 FALSE ""
150 1 1.5 1896 10 0.904723004649598 1.79173375221859 FALSE ""
300 1 0.5 727 11 1.04297613531214 0.430226287404419 FALSE ""
100 1.5 1.5 405 12 1.14270686075757 2.97803441445152 FALSE ""
200 0.5 1.5 646 13 0.358677864284917 2.89758378833918 FALSE ""
200 1.5 0.5 719 14 1.19308548946738 0.872515064028732 FALSE ""
300 1.5 0.5 101 15 1.74927528593151 0.363162658814929 FALSE ""
200 1 0.5 1606 16 0.943560953240185 0.531547244075967 FALSE ""
100 1.5 0.5 923 17 1.19479431152741 1.07487046050371 FALSE ""
150 0.5 0.5 1811 18 0.411220786067532 0.73686889756707 FALSE ""
200 1 0.5 1769 19 0.858449401575673 0.632621792819802 FALSE ""
50 1.5 1.5 70 20 1.89684473612296 0.797689637018867 FALSE ""
300 0.5 0.5 572 21 0.525966106507736 0.401496831564956 FALSE ""
150 1 0.5 756 22 1.18791782131181 0.311357721318 FALSE ""
300 1 1.5 1137 23 0.903578447286363 1.95780488372433 FALSE ""
300 0.5 0.5 1320 24 0.369573918949717 0.714991656110538 FALSE ""
300 1 0.5 1375 25 1.04788418130702 0.406879713364149 FALSE ""
150 1 1.5 1553 26 0.986093460986847 1.70058328568993 FALSE ""
300 0.5 1.5 1830 27 0.573176007895248 1.23548696242123 FALSE ""
200 1.5 0.5 540 28 1.09649435996238 1.14949923966346 FALSE ""
150 0.5 1.5 77 29 0.472439990339777 1.69421320673104 FALSE ""
50 1 0.5 1096 30 0.684977683431748 1.00263735814101 FALSE ""
100 0.5 1.5 445 31 0.652828553810854 0.64583411983305 FALSE ""
200 0.5 1.5 368 32 0.562621048299189 1.0062168963639 FALSE ""
200 0.5 1.5 728 33 0.5100091179864 1.18542310081022 FALSE ""
150 1.5 0.5 230 34 1.91678551012825 0.344457846100782 FALSE ""
100 1 1.5 413 35 0.763924407423267 2.84226328096394 FALSE ""
50 1.5 0.5 1853 36 0.961467652016837 0.933538357675427 FALSE ""
200 1.5 1.5 96 37 1.77764912704996 1.00489755273855 FALSE ""
300 1 1.5 116 38 0.965134522103679 1.78917082190108 FALSE ""
50 1 1.5 355 39 0.718107353681536 2.24451471788427 FALSE ""
150 1.5 1.5 1660 40 1.30015760137174 1.68735172373989 FALSE ""
50 1.5 1.5 1968 41 1.45034251957734 2.1524088582162 FALSE ""
300 0.5 1.5 1226 42 0.51234127411292 1.484763293731 FALSE ""
150 0.5 1.5 519 43 0.491700787585954 2.07875527054976 FALSE ""
300 1 0.5 1046 44 0.918293559543138 0.695343299911867 FALSE ""
300 0.5 1.5 1936 45 0.567248116592127 1.10976293482072 FALSE ""
150 0.5 1.5 966 46 0.573863215717229 1.13675411789148 FALSE ""
300 0.5 1.5 279 47 0.453255044209358 2.07694190740587 FALSE ""
200 1.5 1.5 1226 48 1.49578486681997 1.88413971286998 FALSE ""
50 1.5 0.5 1007 49 1.37788507372531 0.471187608823294 FALSE ""
50 1 1.5 469 50 0.691383521617781 2.68253036982142 FALSE ""
100 0.5 0.5 629 51 0.574587734125316 0.319689925777193 FALSE ""
100 0.5 0.5 3 52 0.470329545278514 0.444714113938137 FALSE ""
50 1 0.5 331 53 1.04446347811297 0.41233185710959 FALSE ""
150 1.5 1.5 1962 54 1.70746353270793 1.12364048148388 FALSE ""
300 1.5 0.5 73 55 1.71954594553781 0.405184476468101 FALSE ""
150 1 1.5 167 56 0.858256938822967 1.87655422836849 FALSE ""
300 1 1.5 248 57 1.15694348849669 1.04351661649937 FALSE ""
150 1 0.5 1548 58 1.09695313557039 0.422747416994256 FALSE ""
100 0.5 0.5 329 59 0.9320667637974 0.0994561567621779 FALSE ""
300 1 1.5 328 60 1.1077318474506 1.16731198288718 FALSE ""
50 1.5 1.5 1909 61 1.81882184379896 0.846334834918186 FALSE ""
150 1 1.5 1258 62 1.15206121462236 1.14671789664323 FALSE ""
300 1 1.5 1030 63 1.00987976722901 1.34988237836784 FALSE ""
200 0.5 0.5 1285 64 0.464265493648855 0.612638180990083 FALSE ""
150 1 1.5 1789 65 0.970946469158219 1.76557452230696 FALSE ""
150 1 1.5 976 66 1.02479009889428 1.78079820358882 FALSE ""
200 1.5 1.5 786 67 1.35108186116434 1.81524114434061 FALSE ""
150 1 1.5 1530 68 0.9386187194683 1.7736920325008 FALSE ""
50 1 1.5 689 69 0.932313348923931 1.52383596997185 FALSE ""
100 1.5 0.5 1207 70 1.38396718727902 0.591958140621709 FALSE ""
100 1 1.5 1122 71 1.21122796071977 0.994412990749003 FALSE ""
300 1.5 1.5 921 72 1.41438076215213 1.87785819473082 FALSE ""
200 0.5 0.5 596 73 0.473594484094507 0.511096732353855 FALSE ""
100 1.5 0.5 1249 74 1.34873725779533 0.621453267556277 FALSE ""
200 1.5 1.5 1388 75 1.43017876278713 1.56049974626825 FALSE ""
50 0.5 1.5 185 76 0.454447528495519 2.32038927025575 FALSE ""
200 1.5 1.5 1475 77 1.31472949810015 1.81659927976927 FALSE ""
50 0.5 1.5 1581 78 0.442762406171157 1.78156243160327 FALSE ""
150 1 1.5 232 79 0.95906038421679 1.58117852005031 FALSE ""
200 1.5 1.5 1243 80 1.60439172099298 1.20187559805936 FALSE ""
200 0.5 0.5 1389 81 0.427816179453717 0.799883742421998 FALSE ""
150 0.5 0.5 937 82 0.447792309821924 0.531262417438774 FALSE ""
150 1.5 0.5 1374 83 1.37672735387168 0.680861690065701 FALSE ""
50 0.5 1.5 919 84 0.675459226104249 0.923636368918021 FALSE ""
50 0.5 1.5 1454 85 0.403133408450011 3.56418818757555 FALSE ""
100 1 0.5 579 86 0.941759061757125 0.616638436059875 FALSE ""
200 1.5 1.5 417 87 1.40363622419298 2.07286090571554 FALSE ""
100 1.5 1.5 814 88 2.00058442351096 0.852241137212075 FALSE ""
200 1.5 1.5 70 89 1.27867852345702 2.01565401990996 FALSE ""
200 1 1.5 1815 90 0.986808642439523 1.5323621532583 FALSE ""
150 1.5 1.5 1990 91 1.51905069090241 1.38063770363845 FALSE ""
300 1.5 0.5 277 92 1.46785233518058 0.487976177304563 FALSE ""
150 0.5 1.5 469 93 0.450324365769162 2.17509358862378 FALSE ""
300 1.5 0.5 233 94 1.15000685794541 0.887762744242412 FALSE ""
150 1.5 0.5 1326 95 1.37227028233343 0.599249296406114 FALSE ""
300 1 0.5 810 96 0.965281449732751 0.477685130343 FALSE ""
150 1 1.5 1045 97 1.17211019338178 1.03477383551729 FALSE ""
100 1 1.5 926 98 0.902245503466411 2.71457192127963 FALSE ""
50 1.5 0.5 22 99 1.18398361039648 1.32761417700826 FALSE ""
50 1 1.5 194 100 0.845343869664956 2.18696305077228 FALSE ""
150 1.5 1.5 173 101 1.34568885558182 2.34719011178382 FALSE ""
100 1.5 0.5 1671 102 1.08308392632124 1.31114590564141 FALSE ""
150 1.5 1.5 1817 103 1.39401472165189 1.83428865091022 FALSE ""
100 1 1.5 629 104 1.20299178335752 0.856210700891565 FALSE ""
300 0.5 0.5 733 105 0.475588197107491 0.609782273193558 FALSE ""
100 1 1.5 276 106 0.960104559712007 1.37693968686536 FALSE ""
150 1 0.5 1001 107 0.864100535024053 0.638476391524058 FALSE ""
150 1 1.5 1694 108 1.09896328098227 1.06324884432429 FALSE ""
150 1.5 1.5 745 109 1.47604243915206 1.77579746392269 FALSE ""
150 1 1.5 1489 110 0.836126305879826 2.09880408043177 FALSE ""
300 0.5 1.5 1322 111 0.480777780871237 1.62569026494321 FALSE ""
50 0.5 0.5 788 112 0.376367008141316 1.13400189513021 FALSE ""
150 1.5 1.5 116 113 1.16791200580617 2.75871587817744 FALSE ""
150 1 0.5 312 114 1.17805587962768 0.348006079591829 FALSE ""
150 1 0.5 1071 115 0.870493323146749 0.597291464279262 FALSE ""
200 1 1.5 1388 116 0.977337923566541 1.56280382155606 FALSE ""
100 0.5 0.5 1929 117 0.620361949371421 0.217615487322378 FALSE ""
50 1 1.5 1233 118 1.13079805604037 1.74204830947424 FALSE ""
100 1.5 1.5 977 119 1.41051508519935 1.82467864708581 FALSE ""
300 1.5 1.5 1020 120 1.34677094380595 1.56292427372435 FALSE ""
200 1 0.5 631 121 1.09855765860075 0.340667668646149 FALSE ""
300 1 0.5 635 122 1.20233816852761 0.395899087816343 FALSE ""
50 1 1.5 16 123 0.751583789782641 2.41612685275224 FALSE ""
150 1.5 0.5 1127 124 1.38089324798931 0.587193920191752 FALSE ""
150 0.5 1.5 410 125 0.424956270507665 2.09853910667253 FALSE ""
200 1.5 0.5 704 126 1.73446831441039 0.353839734604861 FALSE ""
300 1 1.5 1157 127 0.862194218290489 2.23280417187656 FALSE ""
50 0.5 1.5 1042 128 0.843765837695621 0.410679936810661 FALSE ""
100 1.5 0.5 314 129 1.48405276776235 0.640345601276133 FALSE ""
200 0.5 0.5 615 130 0.350665981116275 1.31078926622294 FALSE ""
150 1 0.5 414 131 1.17883826738933 0.324083614300291 FALSE ""
200 1.5 0.5 93 132 1.26600539922336 0.70899007422016 FALSE ""
200 1.5 0.5 1155 133 1.24322761563515 0.824693548879918 FALSE ""
200 1 0.5 962 134 0.76130166595212 0.860294171412897 FALSE ""
150 1.5 0.5 608 135 1.58256535141879 0.363933557646099 FALSE ""
300 0.5 1.5 172 136 0.461577508608863 1.75822033531141 FALSE ""
50 0.5 0.5 1711 137 0.0792337449639124 5557.69975141523 FALSE ""
300 0.5 0.5 14 138 0.556160980927666 0.345787210013263 FALSE ""
50 1 0.5 1087 139 1.095916151935 0.651650750842662 FALSE ""
150 1 0.5 1605 140 0.882357537704093 0.844604326342836 FALSE ""
200 1.5 0.5 1215 141 1.35097842136111 0.634972740512387 FALSE ""
50 1 0.5 636 142 1.18387036368155 0.298681252389749 FALSE ""
300 1.5 1.5 1423 143 1.74752781197564 1.04447258777856 FALSE ""
300 1 1.5 40 144 0.833844374883688 2.13770223904924 FALSE ""
300 0.5 1.5 1 145 0.514469308265394 1.67659301128865 FALSE ""
100 0.5 1.5 1982 146 0.425622643683372 2.75985493872367 FALSE ""
200 1.5 1.5 881 147 1.33094690371419 2.15531275266928 FALSE ""
100 0.5 0.5 1142 148 0.380554589697251 0.797772782161603 FALSE ""
300 0.5 1.5 1546 149 0.487343035871217 1.72449936046658 FALSE ""
300 1.5 1.5 1630 150 1.58726830768178 1.11090350177795 FALSE ""
150 1 0.5 67 151 0.963175162331166 0.410179064905121 FALSE ""
100 1 0.5 1663 152 1.749088272776 0.201853993927509 FALSE ""
100 0.5 1.5 1368 153 0.58249119049131 1.0562031652603 FALSE ""
